time,V(n001),V(3),V(n008),V(2),V(n009),V(n011),V(n010),V(n013),V(n016),V(n018),V(n019),V(7),V(4),V(n002),V(n003),V(n014),V(n020),V(n004),V(n007),V(n015),V(n017),V(n005),V(n012),V(6),V(n006),Ic(Q19),Ib(Q19),Ie(Q19),Ic(Q11),Ib(Q11),Ie(Q11),Ic(Q10),Ib(Q10),Ie(Q10),Ic(Q9),Ib(Q9),Ie(Q9),Ic(Q4),Ib(Q4),Ie(Q4),Ic(Q6),Ib(Q6),Ie(Q6),Ic(Q5),Ib(Q5),Ie(Q5),Ic(Q20),Ib(Q20),Ie(Q20),Ic(Q18),Ib(Q18),Ie(Q18),Ic(Q17),Ib(Q17),Ie(Q17),Ic(Q16),Ib(Q16),Ie(Q16),Ic(Q15),Ib(Q15),Ie(Q15),Ic(Q14),Ib(Q14),Ie(Q14),Ic(Q13),Ib(Q13),Ie(Q13),Ic(Q12),Ib(Q12),Ie(Q12),Ic(Q3),Ib(Q3),Ie(Q3),Ic(Q8),Ib(Q8),Ie(Q8),Ic(Q7),Ib(Q7),Ie(Q7),Ic(Q2),Ib(Q2),Ie(Q2),Ic(Q1),Ib(Q1),Ie(Q1),I(C1),I(R14),I(R13),I(R12),I(R11),I(R10),I(R9),I(R8),I(R7),I(R6),I(R5),I(R4),I(R3),I(R2),I(R1),I(V3),I(V2),I(V1)
0.004523033162,14.328917,-0.14483628,-0.7967084,-0.13301067,-0.7907892,-13.525841,-1.4478238,-13.678395,-14.3407755,-14.991505,-14.991505,15,-15,14.22915,-0.9507611,-14.231234,-14.903288,-1.4285891,-2.190655,-14.200405,-14.966628,-1.462243,-1.4688921,-1.4622439,-0.14421697,-0.00012780986,-5.16E-06,0.00013296498,-0.00067596347,-2.70E-05,0.00070296205,-0.00067572587,-2.70E-05,0.0007027549,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.53E-06,-3.45E-07,8.88E-06,-1.07E-05,-4.33E-07,1.12E-05,-6.79E-10,6.80E-10,-1.17E-12,5.30E-08,-1.34E-08,-3.96E-08,5.59E-12,1.35E-14,-5.60E-12,2.11E-05,1.83E-07,-2.13E-05,0.0006621215,5.31E-06,-0.0006674324,0.000571902,4.58E-06,-0.0005764772,1.92E-05,1.55E-07,-1.93E-05,0.00072380825,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.43E-06,6.74E-08,-8.50E-06,8.43E-06,6.74E-08,-8.50E-06,1.11E-05,8.73E-08,-1.12E-05,8.81E-06,6.93E-08,-8.88E-06,-2.11E-06,-6.93E-08,0.0007297534,-0.00013301066,-0.00013292333,0.00013296197,3.86E-08,0.000106184016,-0.00010160879,0.00066743285,1.60E-05,1.93E-05,8.50E-06,1.32E-05,8.50E-06,-6.93E-08,-0.0014572688,0.0015903517
0.004532798787,14.328917,-0.20512748,-0.85705554,-0.19350229,-0.8512366,-13.525602,-1.508227,-13.678316,-14.3407,-14.991486,-14.991486,15,-15,14.22915,-1.6294372,-14.231234,-14.903288,-2.1072624,-2.869326,-14.200194,-14.966515,-2.1276526,-2.137325,-2.1276531,-0.20462526,-0.00018595962,-7.48E-06,0.00019344052,-0.0006759553,-2.70E-05,0.0007029547,-0.000675725,-2.70E-05,0.000702754,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.55E-06,-3.46E-07,8.90E-06,-1.07E-05,-4.32E-07,1.11E-05,-5.07E-10,5.07E-10,1.02E-14,3.68E-08,-1.29E-08,-2.39E-08,5.89E-12,4.15E-14,-5.93E-12,2.11E-05,1.83E-07,-2.13E-05,0.00066437945,5.33E-06,-0.0006697084,0.000571857,4.57E-06,-0.00057643186,1.92E-05,1.55E-07,-1.93E-05,0.00072380825,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.45E-06,6.76E-08,-8.51E-06,8.45E-06,6.76E-08,-8.51E-06,1.10E-05,8.72E-08,-1.11E-05,8.83E-06,6.95E-08,-8.90E-06,-2.07E-06,-6.95E-08,0.0007297534,-0.00019350229,-0.0001934151,0.00019343835,2.33E-08,0.00010618336,-0.00010160849,0.0006697088,1.60E-05,1.93E-05,8.51E-06,1.32E-05,8.51E-06,-6.95E-08,-0.0014572465,0.0016508203
0.004542564412,14.328917,-0.26471117,-0.9166936,-0.25328085,-0.91097224,-13.525368,-1.5679195,-13.67824,-14.340627,-14.991467,-14.991467,15,-15,14.22915,-2.2978425,-14.231234,-14.903288,-2.7756646,-3.5377262,-14.199986,-14.966402,-2.7852182,-2.797879,-2.7852182,-0.2642634,-0.00024343093,-9.78E-06,0.00025321057,-0.0006759476,-2.70E-05,0.00070294784,-0.0006757242,-2.70E-05,0.0007027531,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.57E-06,-3.47E-07,8.92E-06,-1.07E-05,-4.31E-07,1.11E-05,-4.16E-10,4.16E-10,4.65E-15,2.78E-08,-1.24E-08,-1.53E-08,5.80E-12,3.21E-14,-5.83E-12,2.12E-05,1.84E-07,-2.13E-05,0.00066661224,5.35E-06,-0.000671959,0.00057181343,4.57E-06,-0.000576388,1.92E-05,1.55E-07,-1.93E-05,0.0007238083,5.79E-06,-0.00072959875,1.32E-05,1.06E-07,-1.33E-05,8.46E-06,6.77E-08,-8.53E-06,8.46E-06,6.77E-08,-8.53E-06,1.10E-05,8.71E-08,-1.11E-05,8.85E-06,6.96E-08,-8.92E-06,-2.04E-06,-6.96E-08,0.0007297534,-0.00025328083,-0.00025319375,0.00025320856,1.48E-08,0.00010618272,-0.00010160821,0.0006719594,1.60E-05,1.93E-05,8.53E-06,1.32E-05,8.53E-06,-6.96E-08,-0.0014572318,0.0017105842
0.004562095662,14.328916,-0.3806777,-1.0327921,-0.3697209,-1.0273077,-13.524913,-1.6841501,-13.678054,-14.340448,-14.991424,-14.991424,15,-15,14.22915,-3.5955842,-14.231234,-14.903288,-4.0733995,-4.835456,-14.199583,-14.966184,-4.066062,-4.084544,-4.066062,-0.38033506,-0.00035538475,-1.43E-05,0.00036964216,-0.0006759312,-2.70E-05,0.00070293335,-0.00067572243,-2.70E-05,0.00070275133,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.61E-06,-3.48E-07,8.96E-06,-1.06E-05,-4.29E-07,1.11E-05,-3.20E-10,3.20E-10,1.57E-15,1.92E-08,-1.16E-08,-7.67E-09,5.57E-12,-6.66E-15,-5.57E-12,2.12E-05,1.84E-07,-2.14E-05,0.0006709435,5.38E-06,-0.00067632494,0.00057171076,4.57E-06,-0.0005762845,1.92E-05,1.55E-07,-1.93E-05,0.00072380836,5.79E-06,-0.0007295988,1.32E-05,1.06E-07,-1.33E-05,8.51E-06,6.81E-08,-8.58E-06,8.51E-06,6.81E-08,-8.58E-06,1.10E-05,8.68E-08,-1.11E-05,8.89E-06,7.01E-08,-8.96E-06,-1.95E-06,-7.01E-08,0.0007297534,-0.00036972092,-0.00036963413,0.00036964146,7.32E-09,0.00010618122,-0.00010160753,0.00067632506,1.60E-05,1.93E-05,8.58E-06,1.32E-05,8.58E-06,-7.01E-08,-0.0014572121,0.0018270038
0.004581626912,14.328915,-0.49093026,-1.1432142,-0.48058486,-1.1380358,-13.524485,-1.794742,-13.677814,-14.3402195,-14.991366,-14.991366,15,-15,14.22915,-4.8285522,-14.231234,-14.903288,-5.3063593,-6.0684094,-14.1992035,-14.965978,-5.28557,-5.309595,-5.28557,-0.49068612,-0.00046198233,-1.85E-05,0.0004805028,-0.0006759132,-2.70E-05,0.0007029173,-0.0006757205,-2.70E-05,0.00070274936,-1.84E-05,-7.33E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.67E-06,-3.50E-07,9.02E-06,-1.06E-05,-4.27E-07,1.10E-05,-2.67E-10,2.67E-10,5.13E-16,1.51E-08,-1.07E-08,-4.40E-09,5.28E-12,-7.01E-14,-5.21E-12,2.12E-05,1.84E-07,-2.14E-05,0.0006750353,5.41E-06,-0.0006804492,0.0005715814,4.57E-06,-0.00057615404,1.92E-05,1.55E-07,-1.93E-05,0.0007238084,5.79E-06,-0.00072959886,1.32E-05,1.06E-07,-1.33E-05,8.57E-06,6.85E-08,-8.63E-06,8.57E-06,6.85E-08,-8.63E-06,1.09E-05,8.64E-08,-1.10E-05,8.95E-06,7.06E-08,-9.02E-06,-1.84E-06,-7.06E-08,0.0007297534,-0.0004805849,-0.0004804985,0.00048050264,4.13E-09,0.00010617934,-0.00010160668,0.00068044924,1.60E-05,1.93E-05,8.63E-06,1.32E-05,8.63E-06,-7.06E-08,-0.0014571965,0.0019378522
0.004601158162,14.328914,-0.5938107,-1.2463026,-0.5842198,-1.2415019,-13.52409,-1.8980389,-13.677519,-14.339937,-14.991296,-14.991296,15,-15,14.22915,-5.97982,-14.231234,-14.903288,-6.4576163,-7.219659,-14.198853,-14.965787,-6.425559,-6.4547663,-6.425559,-0.59365684,-0.00056163163,-2.25E-05,0.0005841365,-0.0006758933,-2.70E-05,0.00070289953,-0.0006757184,-2.70E-05,0.00070274714,-1.84E-05,-7.34E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.74E-06,-3.53E-07,9.09E-06,-1.05E-05,-4.24E-07,1.09E-05,-2.27E-10,2.27E-10,0,1.24E-08,-9.67E-09,-2.75E-09,4.93E-12,-1.57E-13,-4.77E-12,2.13E-05,1.84E-07,-2.15E-05,0.0006788233,5.44E-06,-0.000684267,0.0005714242,4.57E-06,-0.00057599554,1.92E-05,1.54E-07,-1.93E-05,0.0007238085,5.79E-06,-0.0007295989,1.32E-05,1.06E-07,-1.33E-05,8.64E-06,6.91E-08,-8.70E-06,8.64E-06,6.91E-08,-8.70E-06,1.09E-05,8.59E-08,-1.09E-05,9.02E-06,7.12E-08,-9.09E-06,-1.70E-06,-7.12E-08,0.0007297534,-0.0005842198,-0.0005841339,0.00058413646,2.52E-09,0.000106177045,-0.00010160565,0.0006842671,1.60E-05,1.93E-05,8.70E-06,1.32E-05,8.70E-06,-7.12E-08,-0.0014571822,0.0020414735
0.004620689412,14.328913,-0.68777144,-1.3405069,-0.67907006,-1.3361515,-13.523733,-1.9924871,-13.677173,-14.339606,-14.991212,-14.991212,15,-15,14.22915,-7.0327625,-14.231234,-14.903287,-7.5105476,-8.272581,-14.198536,-14.965614,-7.468918,-7.502867,-7.468918,-0.68769836,-0.00065283565,-2.62E-05,0.0006789864,-0.0006758716,-2.70E-05,0.0007028803,-0.0006757161,-2.70E-05,0.00070274476,-1.84E-05,-7.34E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.82E-06,-3.56E-07,9.18E-06,-1.04E-05,-4.20E-07,1.09E-05,-1.94E-10,1.94E-10,-2.36E-16,1.04E-08,-8.59E-09,-1.84E-09,4.53E-12,-2.66E-13,-4.26E-12,2.13E-05,1.84E-07,-2.15E-05,0.00068224967,5.47E-06,-0.0006877202,0.0005712408,4.57E-06,-0.00057581067,1.92E-05,1.54E-07,-1.93E-05,0.00072380854,5.79E-06,-0.00072959904,1.32E-05,1.06E-07,-1.33E-05,8.72E-06,6.98E-08,-8.79E-06,8.72E-06,6.98E-08,-8.79E-06,1.08E-05,8.53E-08,-1.09E-05,9.11E-06,7.20E-08,-9.18E-06,-1.53E-06,-7.20E-08,0.0007297534,-0.0006790701,-0.00067898474,0.0006789864,1.65E-09,0.00010617437,-0.00010160444,0.0006877202,1.60E-05,1.93E-05,8.79E-06,1.32E-05,8.79E-06,-7.20E-08,-0.0014571685,0.0021363106
0.004640220662,14.328911,-0.77139944,-1.4244099,-0.76371044,-1.4205612,-13.523422,-2.0766654,-13.676781,-14.3392315,-14.991117,-14.991117,15,-15,14.22915,-7.9719315,-14.231234,-14.903287,-8.449703,-9.211725,-14.198259,-14.965463,-8.399968,-8.43815,-8.399968,-0.7713963,-0.0007342237,-2.94E-05,0.00076362694,-0.00067584845,-2.70E-05,0.0007028597,-0.00067571364,-2.70E-05,0.0007027422,-1.84E-05,-7.34E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-8.92E-06,-3.59E-07,9.28E-06,-1.03E-05,-4.16E-07,1.08E-05,-1.63E-10,1.63E-10,-4.16E-16,8.76E-09,-7.45E-09,-1.31E-09,4.09E-12,-3.96E-13,-3.69E-12,2.13E-05,1.83E-07,-2.15E-05,0.00068526244,5.49E-06,-0.0006907561,0.00057103345,4.57E-06,-0.0005756017,1.92E-05,1.54E-07,-1.93E-05,0.00072380865,5.79E-06,-0.00072959915,1.33E-05,1.06E-07,-1.34E-05,8.81E-06,7.05E-08,-8.88E-06,8.81E-06,7.05E-08,-8.88E-06,1.07E-05,8.46E-08,-1.08E-05,9.21E-06,7.29E-08,-9.28E-06,-1.35E-06,-7.29E-08,0.00072975346,-0.0007637105,-0.00076362584,0.00076362694,1.15E-09,0.000106171356,-0.00010160308,0.0006907561,1.60E-05,1.93E-05,8.88E-06,1.32E-05,8.88E-06,-7.29E-08,-0.0014571548,0.002220938
0.004659751912,14.328909,-0.8434368,-1.4967487,-0.83686864,-1.493461,-13.52316,-2.149306,-13.676351,-14.33882,-14.991011,-14.991011,15,-15,14.229151,-8.78344,-14.231234,-14.903287,-9.261195,-10.023207,-14.198025,-14.965334,-9.204716,-9.246555,-9.204716,-0.8434917,-0.00080457237,-3.22E-05,0.00083678565,-0.000675824,-2.70E-05,0.00070283795,-0.0006757111,-2.70E-05,0.00070273946,-1.84E-05,-7.35E-07,1.91E-05,-1.84E-05,-7.36E-07,1.91E-05,-9.02E-06,-3.63E-07,9.39E-06,-1.02E-05,-4.12E-07,1.07E-05,-1.34E-10,1.34E-10,-5.13E-16,7.24E-09,-6.24E-09,-9.95E-10,3.60E-12,-5.43E-13,-3.06E-12,2.14E-05,1.82E-07,-2.16E-05,0.00068781583,5.51E-06,-0.0006933287,0.0005708051,4.57E-06,-0.00057537155,1.92E-05,1.54E-07,-1.93E-05,0.0007238088,5.79E-06,-0.00072959927,1.33E-05,1.06E-07,-1.34E-05,8.92E-06,7.14E-08,-8.99E-06,8.92E-06,7.14E-08,-8.99E-06,1.06E-05,8.39E-08,-1.07E-05,9.31E-06,7.39E-08,-9.39E-06,-1.14E-06,-7.39E-08,0.00072975346,-0.00083686865,-0.0008367848,0.00083678565,8.60E-10,0.00010616802,-0.00010160158,0.0006933287,1.60E-05,1.93E-05,8.99E-06,1.32E-05,8.99E-06,-7.39E-08,-0.0014571409,0.0022940836
0.004679283162,14.328907,-0.90279996,-1.5564348,-0.89744496,-1.5537544,-13.52295,-2.2093155,-13.675888,-14.338378,-14.990896,-14.990896,15,-15,14.229151,-9.455237,-14.231234,-14.903287,-9.932978,-10.694977,-14.197837,-14.96523,-9.871063,-9.915932,-9.871063,-0.90290016,-0.00086282415,-3.45E-05,0.0008973626,-0.00067579845,-2.70E-05,0.00070281525,-0.00067570835,-2.70E-05,0.00070273667,-1.84E-05,-7.35E-07,1.91E-05,-1.84E-05,-7.37E-07,1.91E-05,-9.14E-06,-3.67E-07,9.50E-06,-1.01E-05,-4.07E-07,1.05E-05,-1.06E-10,1.06E-10,-5.69E-16,5.79E-09,-4.98E-09,-8.10E-10,3.09E-12,-7.05E-13,-2.39E-12,2.14E-05,1.80E-07,-2.16E-05,0.00068987114,5.53E-06,-0.0006953988,0.0005705589,4.56E-06,-0.00057512335,1.92E-05,1.54E-07,-1.93E-05,0.00072380895,5.79E-06,-0.0007295994,1.33E-05,1.06E-07,-1.34E-05,9.03E-06,7.23E-08,-9.10E-06,9.03E-06,7.23E-08,-9.10E-06,1.05E-05,8.31E-08,-1.05E-05,9.43E-06,7.49E-08,-9.50E-06,-9.20E-07,-7.49E-08,0.00072975346,-0.00089744496,-0.0008973619,0.0008973626,7.04E-10,0.000106164436,-0.00010159996,0.00069539883,1.60E-05,1.93E-05,9.10E-06,1.32E-05,9.10E-06,-7.49E-08,-0.0014571272,0.002354647
0.004698814412,14.328905,-0.9485961,-1.6025699,-0.9445289,-1.6005341,-13.522797,-2.2557902,-13.6754,-14.3379135,-14.990775,-14.990775,15,-15,14.229151,-9.977329,-14.231234,-14.903287,-10.455052,-11.217039,-14.197698,-14.965153,-10.388995,-10.436217,-10.388994,-0.9487282,-0.0009081035,-3.63E-05,0.00094444724,-0.0006757721,-2.70E-05,0.00070279173,-0.00067570555,-2.70E-05,0.00070273376,-1.84E-05,-7.35E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.26E-06,-3.72E-07,9.63E-06,-1.00E-05,-4.02E-07,1.04E-05,-7.75E-11,7.75E-11,-6.11E-16,4.39E-09,-3.68E-09,-7.08E-10,2.56E-12,-8.80E-13,-1.68E-12,2.14E-05,1.78E-07,-2.16E-05,0.0006913971,5.54E-06,-0.00069693505,0.0005702983,4.56E-06,-0.0005748606,1.92E-05,1.54E-07,-1.93E-05,0.0007238091,5.79E-06,-0.00072959956,1.33E-05,1.06E-07,-1.34E-05,9.15E-06,7.32E-08,-9.22E-06,9.15E-06,7.32E-08,-9.22E-06,1.03E-05,8.23E-08,-1.04E-05,9.55E-06,7.61E-08,-9.63E-06,-6.83E-07,-7.61E-08,0.00072975346,-0.00094452885,-0.0009444466,0.00094444724,6.30E-10,0.00010616063,-0.00010159825,0.00069693505,1.60E-05,1.93E-05,9.22E-06,1.32E-05,9.22E-06,-7.61E-08,-0.0014571133,0.0024017182
0.004718345662,14.328903,-0.98013645,-1.6344596,-0.97741264,-1.6330962,-13.5227,-2.28803,-13.674896,-14.337431,-14.990648,-14.990648,15,-15,14.229151,-10.341937,-14.231234,-14.903287,-10.819642,-11.581615,-14.19761,-14.965104,-10.750726,-10.799592,-10.750725,-0.9802865,-0.00093972986,-3.76E-05,0.0009773319,-0.000675745,-2.70E-05,0.00070276763,-0.0006757027,-2.70E-05,0.0007027308,-1.84E-05,-7.36E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.38E-06,-3.76E-07,9.76E-06,-9.89E-06,-3.96E-07,1.03E-05,-4.91E-11,4.91E-11,-6.25E-16,3.01E-09,-2.35E-09,-6.64E-10,2.00E-12,-1.07E-12,-9.39E-13,2.14E-05,1.76E-07,-2.16E-05,0.0006923706,5.54E-06,-0.000697914,0.0005700269,4.56E-06,-0.00057458715,1.92E-05,1.54E-07,-1.93E-05,0.00072380924,5.79E-06,-0.00072959973,1.33E-05,1.06E-07,-1.34E-05,9.28E-06,7.42E-08,-9.35E-06,9.28E-06,7.42E-08,-9.35E-06,1.02E-05,8.14E-08,-1.03E-05,9.68E-06,7.72E-08,-9.76E-06,-4.36E-07,-7.72E-08,0.00072975346,-0.0009774127,-0.0009773313,0.0009773319,6.14E-10,0.00010615668,-0.000101596466,0.000697914,1.60E-05,1.93E-05,9.35E-06,1.33E-05,9.35E-06,-7.72E-08,-0.0014570992,0.0024345892
0.004737876912,14.328901,-0.9969465,-1.651624,-0.9956021,-1.6509509,-13.522665,-2.305549,-13.674383,-14.336942,-14.990518,-14.990518,15,-15,14.229151,-10.543622,-14.231234,-14.903287,-11.021309,-11.783268,-14.197575,-14.965084,-10.950818,-11.000594,-10.950818,-0.99710035,-0.00095722766,-3.83E-05,0.0009955222,-0.00067571754,-2.70E-05,0.00070274324,-0.0006756998,-2.70E-05,0.00070272776,-1.84E-05,-7.36E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.51E-06,-3.81E-07,9.89E-06,-9.76E-06,-3.91E-07,1.02E-05,-2.06E-11,2.06E-11,-6.38E-16,1.66E-09,-9.93E-10,-6.62E-10,1.45E-12,-1.26E-12,-1.89E-13,2.14E-05,1.73E-07,-2.16E-05,0.00069277675,5.54E-06,-0.0006983209,0.0005697488,4.56E-06,-0.0005743068,1.92E-05,1.54E-07,-1.93E-05,0.00072380935,5.79E-06,-0.00072959985,1.33E-05,1.06E-07,-1.34E-05,9.41E-06,7.53E-08,-9.48E-06,9.41E-06,7.53E-08,-9.48E-06,1.01E-05,8.05E-08,-1.02E-05,9.82E-06,7.84E-08,-9.89E-06,-1.83E-07,-7.84E-08,0.00072975346,-0.000995602,-0.0009955216,0.0009955222,6.41E-10,0.00010615262,-0.00010159463,0.0006983209,1.60E-05,1.93E-05,9.48E-06,1.33E-05,9.48E-06,-7.84E-08,-0.0014570853,0.0024527656
0.004757408162,14.328899,-0.9987736,-1.6538043,-0.9988234,-1.6538293,-13.522688,-2.3080835,-13.67387,-14.336452,-14.990385,-14.990386,15,-15,14.229151,-10.579372,-14.231234,-14.903287,-11.05704,-11.818987,-14.197591,-14.965093,-10.986261,-11.0362,-10.986261,-0.99891686,-0.0009603334,-3.84E-05,0.0009987445,-0.0006756899,-2.70E-05,0.0007027187,-0.0006756968,-2.70E-05,0.0007027247,-1.84E-05,-7.37E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.64E-06,-3.86E-07,1.00E-05,-9.64E-06,-3.85E-07,1.00E-05,7.90E-12,-7.90E-12,-6.66E-16,3.28E-10,3.68E-10,-6.96E-10,9.00E-13,-1.46E-12,5.63E-13,2.14E-05,1.71E-07,-2.16E-05,0.0006926097,5.54E-06,-0.0006981498,0.0005694678,4.56E-06,-0.0005740235,1.92E-05,1.53E-07,-1.93E-05,0.0007238095,5.79E-06,-0.0007296,1.33E-05,1.07E-07,-1.34E-05,9.54E-06,7.63E-08,-9.61E-06,9.54E-06,7.63E-08,-9.61E-06,9.94E-06,7.95E-08,-1.00E-05,9.95E-06,7.97E-08,-1.00E-05,7.32E-08,-7.97E-08,0.00072975346,-0.0009988233,-0.0009987438,0.0009987446,7.04E-10,0.00010614852,-0.00010159278,0.0006981498,1.60E-05,1.93E-05,9.61E-06,1.33E-05,9.61E-06,-7.97E-08,-0.0014570712,0.0024559742
0.004776939412,14.328897,-0.98559,-1.6409681,-0.9870279,-1.6416878,-13.522771,-2.295595,-13.673365,-14.335968,-14.990253,-14.990253,15,-15,14.229151,-10.44865,-14.231234,-14.903287,-10.9263,-11.688232,-14.19766,-14.96513,-10.856521,-10.905869,-10.856521,-0.9857088,-0.0009489998,-3.80E-05,0.00098695,-0.00067566236,-2.70E-05,0.0007026942,-0.00067569385,-2.70E-05,0.00070272165,-1.84E-05,-7.37E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.78E-06,-3.90E-07,1.02E-05,-9.51E-06,-3.80E-07,9.89E-06,3.64E-11,-3.64E-11,-6.94E-16,-9.62E-10,1.73E-09,-7.65E-10,3.63E-13,-1.67E-12,1.31E-12,2.14E-05,1.68E-07,-2.16E-05,0.00069187186,5.53E-06,-0.00069740345,0.0005691879,4.55E-06,-0.00057374145,1.92E-05,1.53E-07,-1.93E-05,0.0007238097,5.79E-06,-0.0007296002,1.33E-05,1.07E-07,-1.34E-05,9.67E-06,7.74E-08,-9.75E-06,9.67E-06,7.74E-08,-9.75E-06,9.81E-06,7.86E-08,-9.89E-06,1.01E-05,8.09E-08,-1.02E-05,3.28E-07,-8.09E-08,0.00072975346,-0.0009870279,-0.0009869493,0.00098695,8.02E-10,0.00010614444,-0.00010159094,0.00069740345,1.60E-05,1.93E-05,9.75E-06,1.33E-05,9.75E-06,-8.09E-08,-0.001457057,0.0024441655
0.004796470662,14.328896,-0.9575942,-1.6133081,-0.9603927,-1.6147089,-13.522911,-2.2682714,-13.672873,-14.335499,-14.990125,-14.990125,15,-15,14.229152,-10.153406,-14.231234,-14.903287,-10.631038,-11.392956,-14.197781,-14.965196,-10.563543,-10.611559,-10.563543,-0.95767474,-0.00092339684,-3.69E-05,0.0009603159,-0.0006756351,-2.70E-05,0.00070266996,-0.000675691,-2.70E-05,0.0007027186,-1.84E-05,-7.38E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-9.90E-06,-3.95E-07,1.03E-05,-9.38E-06,-3.74E-07,9.76E-06,6.49E-11,-6.49E-11,-7.22E-16,-2.20E-09,3.07E-09,-8.74E-10,-1.55E-13,-1.87E-12,2.03E-12,2.14E-05,1.65E-07,-2.16E-05,0.00069057447,5.52E-06,-0.00069609325,0.0005689132,4.55E-06,-0.0005734645,1.92E-05,1.53E-07,-1.93E-05,0.0007238098,5.79E-06,-0.0007296003,1.33E-05,1.07E-07,-1.34E-05,9.80E-06,7.84E-08,-9.87E-06,9.80E-06,7.84E-08,-9.88E-06,9.68E-06,7.77E-08,-9.76E-06,1.02E-05,8.21E-08,-1.03E-05,5.78E-07,-8.21E-08,0.00072975346,-0.00096039276,-0.000960315,0.0009603159,9.39E-10,0.00010614043,-0.000101589125,0.00069609325,1.60E-05,1.93E-05,9.88E-06,1.33E-05,9.88E-06,-8.21E-08,-0.0014570428,0.0024175174
0.004816001912,14.328894,-0.9152072,-1.5712409,-0.9193187,-1.5732989,-13.523107,-2.2265246,-13.672403,-14.335051,-14.990001,-14.990001,15,-15,14.229152,-9.698048,-14.231234,-14.903287,-10.175662,-10.937567,-14.197951,-14.965288,-10.111737,-10.1577,-10.111736,-0.91523635,-0.00088390964,-3.53E-05,0.000919243,-0.0006756084,-2.70E-05,0.00070264615,-0.00067568815,-2.70E-05,0.0007027157,-1.84E-05,-7.38E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.00E-05,-4.00E-07,1.04E-05,-9.26E-06,-3.69E-07,9.63E-06,9.33E-11,-9.33E-11,-7.63E-16,-3.36E-09,4.39E-09,-1.03E-09,-6.50E-13,-2.07E-12,2.72E-12,2.14E-05,1.63E-07,-2.15E-05,0.0006887371,5.50E-06,-0.00069423905,0.0005686475,4.55E-06,-0.00057319674,1.92E-05,1.53E-07,-1.93E-05,0.00072380994,5.79E-06,-0.00072960043,1.34E-05,1.07E-07,-1.35E-05,9.92E-06,7.94E-08,-1.00E-05,9.92E-06,7.94E-08,-1.00E-05,9.55E-06,7.69E-08,-9.63E-06,1.03E-05,8.32E-08,-1.04E-05,8.20E-07,-8.32E-08,0.00072975346,-0.0009193187,-0.0009192418,0.000919243,1.13E-09,0.000106136555,-0.00010158737,0.00069423905,1.60E-05,1.93E-05,1.00E-05,1.33E-05,1.00E-05,-8.32E-08,-0.0014570286,0.0023764304
0.004835533162,14.328892,-0.8590666,-1.5154,-0.86442405,-1.5180817,-13.523355,-2.1709838,-13.671962,-14.334629,-14.989883,-14.989883,15,-15,14.229152,-9.089374,-14.231234,-14.903287,-9.566972,-10.328864,-14.198168,-14.965406,-9.507904,-9.551122,-9.507904,-0.8590319,-0.00083113246,-3.32E-05,0.00086434936,-0.00067558244,-2.70E-05,0.00070262305,-0.0006756854,-2.70E-05,0.00070271286,-1.84E-05,-7.39E-07,1.92E-05,-1.84E-05,-7.37E-07,1.92E-05,-1.01E-05,-4.04E-07,1.05E-05,-9.15E-06,-3.64E-07,9.51E-06,1.22E-10,-1.22E-10,-8.33E-16,-4.41E-09,5.68E-09,-1.26E-09,-1.12E-12,-2.25E-12,3.37E-12,2.14E-05,1.61E-07,-2.15E-05,0.00068638707,5.48E-06,-0.00069186854,0.0005683947,4.55E-06,-0.00057294185,1.92E-05,1.53E-07,-1.93E-05,0.0007238101,5.79E-06,-0.00072960055,1.34E-05,1.07E-07,-1.35E-05,1.00E-05,8.03E-08,-1.01E-05,1.00E-05,8.03E-08,-1.01E-05,9.44E-06,7.60E-08,-9.51E-06,1.05E-05,8.43E-08,-1.05E-05,1.05E-06,-8.43E-08,0.00072975346,-0.00086442404,-0.000864348,0.0008643494,1.38E-09,0.00010613286,-0.000101585705,0.00069186854,1.60E-05,1.93E-05,1.01E-05,1.33E-05,1.01E-05,-8.43E-08,-0.0014570145,0.0023215227
